DATE By Day,DATE,BOROUGH,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,NYPD_MOTOR_VEHICLE_COLLISON_2014,WeekEnd Flag,WRK_WKEND_HOLIDAY
"Wednesday, May 14, 2014",05/14/14,MANHATTAN,31,0,13,0,3,0,15,0,148,Work day,Work day
"Wednesday, May 14, 2014",05/14/14,QUEENS,20,0,6,0,3,0,11,0,112,Work day,Work day
"Wednesday, May 14, 2014",05/14/14,STATEN ISLAND,6,0,2,0,0,0,4,0,17,Work day,Work day
"Thursday, May 15, 2014",05/15/14,,57,0,5,0,2,0,48,0,181,Work day,Work day
"Thursday, May 15, 2014",05/15/14,BRONX,16,0,2,0,2,0,12,0,55,Work day,Work day
"Thursday, May 15, 2014",05/15/14,BROOKLYN,43,0,11,0,3,0,29,0,160,Work day,Work day
"Thursday, May 15, 2014",05/15/14,MANHATTAN,30,0,14,0,5,0,11,0,140,Work day,Work day
"Thursday, May 15, 2014",05/15/14,QUEENS,24,0,9,0,1,0,14,0,97,Work day,Work day
"Thursday, May 15, 2014",05/15/14,STATEN ISLAND,6,0,0,0,0,0,6,0,26,Work day,Work day
"Friday, May 16, 2014",05/16/14,,48,1,7,0,0,0,41,1,165,Work day,Work day
"Friday, May 16, 2014",05/16/14,BRONX,20,0,4,0,0,0,16,0,63,Work day,Work day
"Friday, May 16, 2014",05/16/14,BROOKLYN,37,0,12,0,2,0,23,0,154,Work day,Work day
"Friday, May 16, 2014",05/16/14,MANHATTAN,20,0,11,0,1,0,8,0,150,Work day,Work day
"Friday, May 16, 2014",05/16/14,QUEENS,24,0,6,0,2,0,16,0,140,Work day,Work day
"Friday, May 16, 2014",05/16/14,STATEN ISLAND,10,0,3,0,0,0,7,0,28,Work day,Work day
"Saturday, May 17, 2014",05/17/14,,43,0,4,0,1,0,38,0,158,Weekend,Weekend
"Saturday, May 17, 2014",05/17/14,BRONX,15,0,4,0,2,0,9,0,55,Weekend,Weekend
"Saturday, May 17, 2014",05/17/14,BROOKLYN,41,0,13,0,5,0,23,0,141,Weekend,Weekend
"Saturday, May 17, 2014",05/17/14,MANHATTAN,20,0,1,0,6,0,13,0,133,Weekend,Weekend
"Saturday, May 17, 2014",05/17/14,QUEENS,20,0,4,0,1,0,15,0,113,Weekend,Weekend
"Saturday, May 17, 2014",05/17/14,STATEN ISLAND,3,0,0,0,0,0,3,0,18,Weekend,Weekend
"Sunday, May 18, 2014",05/18/14,,24,0,4,0,0,0,20,0,122,Weekend,Weekend
"Sunday, May 18, 2014",05/18/14,BRONX,16,0,3,0,3,0,10,0,49,Weekend,Weekend
"Sunday, May 18, 2014",05/18/14,BROOKLYN,47,0,10,0,6,0,31,0,116,Weekend,Weekend
"Sunday, May 18, 2014",05/18/14,MANHATTAN,19,0,3,0,2,0,14,0,114,Weekend,Weekend
"Sunday, May 18, 2014",05/18/14,QUEENS,31,0,4,0,0,0,27,0,88,Weekend,Weekend
"Sunday, May 18, 2014",05/18/14,STATEN ISLAND,6,0,0,0,0,0,6,0,18,Weekend,Weekend
"Monday, May 19, 2014",05/19/14,,47,0,1,0,2,0,44,0,143,Work day,Work day
"Monday, May 19, 2014",05/19/14,BRONX,14,0,4,0,2,0,8,0,46,Work day,Work day
"Monday, May 19, 2014",05/19/14,BROOKLYN,40,2,3,0,4,0,33,2,127,Work day,Work day
"Monday, May 19, 2014",05/19/14,MANHATTAN,17,0,5,0,6,0,6,0,110,Work day,Work day
"Monday, May 19, 2014",05/19/14,QUEENS,30,1,2,1,1,0,27,0,131,Work day,Work day
"Monday, May 19, 2014",05/19/14,STATEN ISLAND,3,0,0,0,0,0,3,0,15,Work day,Work day
"Tuesday, May 20, 2014",05/20/14,,57,0,1,0,1,0,55,0,178,Work day,Work day
"Tuesday, May 20, 2014",05/20/14,BRONX,30,0,4,0,0,0,26,0,54,Work day,Work day
"Tuesday, May 20, 2014",05/20/14,BROOKLYN,42,0,11,0,9,0,22,0,161,Work day,Work day
"Tuesday, May 20, 2014",05/20/14,MANHATTAN,17,0,8,0,4,0,5,0,133,Work day,Work day
"Tuesday, May 20, 2014",05/20/14,QUEENS,21,0,6,0,2,0,13,0,107,Work day,Work day
"Tuesday, May 20, 2014",05/20/14,STATEN ISLAND,11,0,1,0,1,0,9,0,16,Work day,Work day
"Wednesday, May 21, 2014",05/21/14,,33,0,1,0,1,0,31,0,159,Work day,Work day
"Wednesday, May 21, 2014",05/21/14,BRONX,16,0,2,0,2,0,12,0,50,Work day,Work day
"Wednesday, May 21, 2014",05/21/14,BROOKLYN,30,2,8,0,5,0,17,2,123,Work day,Work day
"Wednesday, May 21, 2014",05/21/14,MANHATTAN,19,0,8,0,4,0,7,0,131,Work day,Work day
"Wednesday, May 21, 2014",05/21/14,QUEENS,16,1,4,1,2,0,10,0,97,Work day,Work day
"Wednesday, May 21, 2014",05/21/14,STATEN ISLAND,3,0,0,0,0,0,3,0,15,Work day,Work day
"Thursday, May 22, 2014",05/22/14,,25,1,6,0,1,0,18,1,147,Work day,Work day
"Thursday, May 22, 2014",05/22/14,BRONX,15,0,3,0,1,0,11,0,44,Work day,Work day
"Thursday, May 22, 2014",05/22/14,BROOKLYN,34,0,5,0,1,0,28,0,145,Work day,Work day
"Thursday, May 22, 2014",05/22/14,MANHATTAN,21,0,10,0,6,0,5,0,132,Work day,Work day
"Thursday, May 22, 2014",05/22/14,QUEENS,31,0,6,0,3,0,22,0,105,Work day,Work day
"Thursday, May 22, 2014",05/22/14,STATEN ISLAND,1,0,0,0,0,0,1,0,20,Work day,Work day
"Friday, May 23, 2014",05/23/14,,50,0,3,0,1,0,46,0,164,Work day,Work day
"Friday, May 23, 2014",05/23/14,BRONX,34,0,9,0,2,0,23,0,64,Work day,Work day
"Friday, May 23, 2014",05/23/14,BROOKLYN,36,0,11,0,6,0,19,0,138,Work day,Work day
"Friday, May 23, 2014",05/23/14,MANHATTAN,24,0,11,0,1,0,12,0,138,Work day,Work day
"Friday, May 23, 2014",05/23/14,QUEENS,39,1,10,0,3,1,26,0,134,Work day,Work day
"Friday, May 23, 2014",05/23/14,STATEN ISLAND,1,0,0,0,0,0,1,0,22,Work day,Work day
"Saturday, May 24, 2014",05/24/14,,36,0,2,0,0,0,34,0,101,Weekend,Weekend
"Saturday, May 24, 2014",05/24/14,BRONX,16,1,1,0,4,0,11,1,58,Weekend,Weekend
"Saturday, May 24, 2014",05/24/14,BROOKLYN,48,0,13,0,3,0,32,0,113,Weekend,Weekend
"Saturday, May 24, 2014",05/24/14,MANHATTAN,12,0,5,0,3,0,4,0,97,Weekend,Weekend
"Saturday, May 24, 2014",05/24/14,QUEENS,32,0,2,0,3,0,27,0,101,Weekend,Weekend
"Saturday, May 24, 2014",05/24/14,STATEN ISLAND,4,0,0,0,0,0,4,0,16,Weekend,Weekend
"Sunday, May 25, 2014",05/25/14,,47,0,1,0,1,0,45,0,115,Weekend,Weekend
"Sunday, May 25, 2014",05/25/14,BRONX,27,0,5,0,2,0,20,0,54,Weekend,Weekend
"Sunday, May 25, 2014",05/25/14,BROOKLYN,44,1,10,0,3,0,31,1,122,Weekend,Weekend
"Sunday, May 25, 2014",05/25/14,MANHATTAN,6,0,0,0,4,0,2,0,79,Weekend,Weekend
"Sunday, May 25, 2014",05/25/14,QUEENS,21,0,2,0,1,0,18,0,89,Weekend,Weekend
"Sunday, May 25, 2014",05/25/14,STATEN ISLAND,2,0,1,0,0,0,1,0,13,Weekend,Weekend
"Monday, May 26, 2014",05/26/14,,45,1,2,0,0,0,43,1,109,Work day,Memorial Day
"Monday, May 26, 2014",05/26/14,BRONX,12,0,3,0,0,0,9,0,42,Work day,Memorial Day
"Monday, May 26, 2014",05/26/14,BROOKLYN,33,0,6,0,4,0,23,0,127,Work day,Memorial Day
"Monday, May 26, 2014",05/26/14,MANHATTAN,9,0,1,0,3,0,5,0,59,Work day,Memorial Day
"Monday, May 26, 2014",05/26/14,QUEENS,26,0,3,0,1,0,22,0,82,Work day,Memorial Day
"Monday, May 26, 2014",05/26/14,STATEN ISLAND,5,0,0,0,0,0,5,0,14,Work day,Memorial Day
"Tuesday, May 27, 2014",05/27/14,,50,1,4,0,0,0,46,1,184,Work day,Work day
"Tuesday, May 27, 2014",05/27/14,BRONX,21,0,6,0,0,0,15,0,61,Work day,Work day
"Tuesday, May 27, 2014",05/27/14,BROOKLYN,46,0,10,0,8,0,28,0,140,Work day,Work day
"Tuesday, May 27, 2014",05/27/14,MANHATTAN,13,0,4,0,3,0,6,0,123,Work day,Work day
"Tuesday, May 27, 2014",05/27/14,QUEENS,26,0,6,0,3,0,17,0,118,Work day,Work day
"Tuesday, May 27, 2014",05/27/14,STATEN ISLAND,6,0,1,0,0,0,5,0,19,Work day,Work day
"Wednesday, May 28, 2014",05/28/14,,12,0,2,0,1,0,9,0,123,Work day,Work day
"Wednesday, May 28, 2014",05/28/14,BRONX,11,0,5,0,1,0,5,0,60,Work day,Work day
"Wednesday, May 28, 2014",05/28/14,BROOKLYN,25,0,8,0,4,0,13,0,126,Work day,Work day
"Wednesday, May 28, 2014",05/28/14,MANHATTAN,8,0,3,0,1,0,4,0,109,Work day,Work day
"Wednesday, May 28, 2014",05/28/14,QUEENS,22,0,6,0,0,0,16,0,112,Work day,Work day
"Wednesday, May 28, 2014",05/28/14,STATEN ISLAND,4,0,0,0,0,0,4,0,8,Work day,Work day
"Thursday, May 29, 2014",05/29/14,,54,0,4,0,1,0,49,0,160,Work day,Work day
"Thursday, May 29, 2014",05/29/14,BRONX,20,0,7,0,1,0,12,0,52,Work day,Work day
"Thursday, May 29, 2014",05/29/14,BROOKLYN,47,0,11,0,7,0,29,0,156,Work day,Work day
"Thursday, May 29, 2014",05/29/14,MANHATTAN,18,0,8,0,3,0,7,0,153,Work day,Work day
"Thursday, May 29, 2014",05/29/14,QUEENS,40,0,9,0,5,0,26,0,125,Work day,Work day
"Thursday, May 29, 2014",05/29/14,STATEN ISLAND,6,0,0,0,0,0,6,0,16,Work day,Work day
"Friday, May 30, 2014",05/30/14,,45,0,4,0,1,0,40,0,160,Work day,Work day
"Friday, May 30, 2014",05/30/14,BRONX,33,0,8,0,0,0,25,0,70,Work day,Work day
"Friday, May 30, 2014",05/30/14,BROOKLYN,31,0,13,0,3,0,15,0,130,Work day,Work day
"Friday, May 30, 2014",05/30/14,MANHATTAN,25,0,12,0,7,0,6,0,147,Work day,Work day
"Friday, May 30, 2014",05/30/14,QUEENS,29,0,2,0,4,0,23,0,133,Work day,Work day
"Friday, May 30, 2014",05/30/14,STATEN ISLAND,1,0,0,0,0,0,1,0,10,Work day,Work day
"Saturday, May 31, 2014",05/31/14,,41,0,0,0,0,0,41,0,126,Weekend,Weekend
"Saturday, May 31, 2014",05/31/14,BRONX,28,0,7,0,2,0,19,0,60,Weekend,Weekend
"Saturday, May 31, 2014",05/31/14,BROOKLYN,33,1,7,1,2,0,24,0,140,Weekend,Weekend
"Saturday, May 31, 2014",05/31/14,MANHATTAN,15,0,11,0,1,0,3,0,125,Weekend,Weekend
"Saturday, May 31, 2014",05/31/14,QUEENS,34,0,3,0,0,0,31,0,118,Weekend,Weekend
"Saturday, May 31, 2014",05/31/14,STATEN ISLAND,2,0,0,0,0,0,2,0,18,Weekend,Weekend
"Sunday, June 1, 2014",06/01/14,,49,0,3,0,0,0,46,0,161,Weekend,Weekend
"Sunday, June 1, 2014",06/01/14,BRONX,18,0,6,0,3,0,9,0,56,Weekend,Weekend
"Sunday, June 1, 2014",06/01/14,BROOKLYN,57,0,14,0,8,0,35,0,128,Weekend,Weekend
"Sunday, June 1, 2014",06/01/14,MANHATTAN,18,0,4,0,4,0,10,0,122,Weekend,Weekend
"Sunday, June 1, 2014",06/01/14,QUEENS,38,0,6,0,0,0,32,0,110,Weekend,Weekend
"Sunday, June 1, 2014",06/01/14,STATEN ISLAND,7,0,1,0,0,0,6,0,26,Weekend,Weekend
"Monday, June 2, 2014",06/02/14,,41,0,5,0,0,0,36,0,153,Work day,Work day
"Monday, June 2, 2014",06/02/14,BRONX,19,1,3,0,1,0,15,1,64,Work day,Work day
"Monday, June 2, 2014",06/02/14,BROOKLYN,56,1,15,1,10,0,31,0,170,Work day,Work day
"Monday, June 2, 2014",06/02/14,MANHATTAN,14,0,5,0,4,0,5,0,104,Work day,Work day
"Monday, June 2, 2014",06/02/14,QUEENS,30,1,6,0,7,0,17,1,135,Work day,Work day
"Monday, June 2, 2014",06/02/14,STATEN ISLAND,4,0,1,0,1,0,2,0,17,Work day,Work day
"Tuesday, June 3, 2014",06/03/14,,35,0,4,0,0,0,31,0,158,Work day,Work day
"Tuesday, June 3, 2014",06/03/14,BRONX,24,0,7,0,1,0,16,0,57,Work day,Work day
"Tuesday, June 3, 2014",06/03/14,BROOKLYN,41,0,9,0,3,0,29,0,168,Work day,Work day
"Tuesday, June 3, 2014",06/03/14,MANHATTAN,11,0,3,0,2,0,6,0,137,Work day,Work day
"Tuesday, June 3, 2014",06/03/14,QUEENS,16,0,4,0,1,0,11,0,126,Work day,Work day
"Tuesday, June 3, 2014",06/03/14,STATEN ISLAND,4,0,0,0,0,0,4,0,17,Work day,Work day
"Wednesday, June 4, 2014",06/04/14,,32,1,2,0,3,0,27,1,148,Work day,Work day
"Wednesday, June 4, 2014",06/04/14,BRONX,24,0,8,0,1,0,15,0,54,Work day,Work day
"Wednesday, June 4, 2014",06/04/14,BROOKLYN,32,0,7,0,3,0,22,0,110,Work day,Work day
"Wednesday, June 4, 2014",06/04/14,MANHATTAN,13,0,0,0,5,0,8,0,130,Work day,Work day
"Wednesday, June 4, 2014",06/04/14,QUEENS,33,0,3,0,1,0,29,0,112,Work day,Work day
"Wednesday, June 4, 2014",06/04/14,STATEN ISLAND,2,0,1,0,0,0,1,0,28,Work day,Work day
"Thursday, June 5, 2014",06/05/14,,24,0,3,0,1,0,20,0,126,Work day,Work day
"Thursday, June 5, 2014",06/05/14,BRONX,24,0,3,0,0,0,21,0,54,Work day,Work day
"Thursday, June 5, 2014",06/05/14,BROOKLYN,34,0,6,0,3,0,25,0,133,Work day,Work day
"Thursday, June 5, 2014",06/05/14,MANHATTAN,16,1,6,0,3,0,7,1,123,Work day,Work day
"Thursday, June 5, 2014",06/05/14,QUEENS,34,0,8,0,3,0,23,0,109,Work day,Work day
"Thursday, June 5, 2014",06/05/14,STATEN ISLAND,0,1,0,0,0,0,0,1,23,Work day,Work day
"Friday, June 6, 2014",06/06/14,,48,0,5,0,0,0,43,0,185,Work day,Work day
"Friday, June 6, 2014",06/06/14,BRONX,21,0,5,0,1,0,15,0,57,Work day,Work day
"Friday, June 6, 2014",06/06/14,BROOKLYN,64,0,10,0,12,0,42,0,162,Work day,Work day
"Friday, June 6, 2014",06/06/14,MANHATTAN,30,0,11,0,8,0,11,0,180,Work day,Work day
"Friday, June 6, 2014",06/06/14,QUEENS,26,1,9,0,1,1,16,0,131,Work day,Work day
"Friday, June 6, 2014",06/06/14,STATEN ISLAND,7,0,0,0,1,0,6,0,28,Work day,Work day
"Saturday, June 7, 2014",06/07/14,,37,0,1,0,2,0,34,0,149,Weekend,Weekend
"Saturday, June 7, 2014",06/07/14,BRONX,34,0,5,0,1,0,28,0,58,Weekend,Weekend
"Saturday, June 7, 2014",06/07/14,BROOKLYN,43,0,11,0,4,0,28,0,135,Weekend,Weekend
"Saturday, June 7, 2014",06/07/14,MANHATTAN,22,0,5,0,5,0,12,0,127,Weekend,Weekend
"Saturday, June 7, 2014",06/07/14,QUEENS,48,1,4,1,0,0,44,0,135,Weekend,Weekend
"Saturday, June 7, 2014",06/07/14,STATEN ISLAND,8,0,0,0,1,0,7,0,18,Weekend,Weekend
"Sunday, June 8, 2014",06/08/14,,58,0,1,0,1,0,56,0,116,Weekend,Weekend
"Sunday, June 8, 2014",06/08/14,BRONX,18,0,2,0,2,0,14,0,47,Weekend,Weekend
"Sunday, June 8, 2014",06/08/14,BROOKLYN,66,0,11,0,4,0,51,0,126,Weekend,Weekend
"Sunday, June 8, 2014",06/08/14,MANHATTAN,31,0,4,0,2,0,25,0,99,Weekend,Weekend
"Sunday, June 8, 2014",06/08/14,QUEENS,27,0,2,0,6,0,19,0,105,Weekend,Weekend
"Sunday, June 8, 2014",06/08/14,STATEN ISLAND,4,0,0,0,0,0,4,0,22,Weekend,Weekend
"Monday, June 9, 2014",06/09/14,,45,0,2,0,0,0,43,0,140,Work day,Work day
"Monday, June 9, 2014",06/09/14,BRONX,13,0,1,0,0,0,12,0,42,Work day,Work day
"Monday, June 9, 2014",06/09/14,BROOKLYN,40,0,11,0,1,0,28,0,126,Work day,Work day
"Monday, June 9, 2014",06/09/14,MANHATTAN,13,0,3,0,0,0,10,0,105,Work day,Work day
"Monday, June 9, 2014",06/09/14,QUEENS,22,0,6,0,3,0,13,0,100,Work day,Work day
"Monday, June 9, 2014",06/09/14,STATEN ISLAND,7,1,1,1,0,0,6,0,15,Work day,Work day
"Tuesday, June 10, 2014",06/10/14,,29,0,1,0,0,0,28,0,139,Work day,Work day
"Tuesday, June 10, 2014",06/10/14,BRONX,5,0,1,0,1,0,3,0,40,Work day,Work day
"Tuesday, June 10, 2014",06/10/14,BROOKLYN,34,1,12,0,2,1,20,0,148,Work day,Work day
"Tuesday, June 10, 2014",06/10/14,MANHATTAN,13,0,6,0,2,0,5,0,108,Work day,Work day
"Tuesday, June 10, 2014",06/10/14,QUEENS,31,1,4,0,0,1,27,0,111,Work day,Work day
"Tuesday, June 10, 2014",06/10/14,STATEN ISLAND,11,0,1,0,0,0,10,0,23,Work day,Work day
"Wednesday, June 11, 2014",06/11/14,,47,0,4,0,0,0,43,0,140,Work day,Work day
"Wednesday, June 11, 2014",06/11/14,BRONX,24,0,5,0,1,0,18,0,48,Work day,Work day
"Wednesday, June 11, 2014",06/11/14,BROOKLYN,33,0,7,0,5,0,21,0,123,Work day,Work day
"Wednesday, June 11, 2014",06/11/14,MANHATTAN,21,0,11,0,4,0,6,0,135,Work day,Work day
"Wednesday, June 11, 2014",06/11/14,QUEENS,14,0,3,0,1,0,10,0,109,Work day,Work day
"Wednesday, June 11, 2014",06/11/14,STATEN ISLAND,3,0,1,0,0,0,2,0,21,Work day,Work day
"Thursday, June 12, 2014",06/12/14,,34,0,2,0,3,0,29,0,129,Work day,Work day
"Thursday, June 12, 2014",06/12/14,BRONX,21,0,2,0,3,0,16,0,50,Work day,Work day
"Thursday, June 12, 2014",06/12/14,BROOKLYN,47,0,3,0,6,0,38,0,126,Work day,Work day
"Thursday, June 12, 2014",06/12/14,MANHATTAN,20,0,9,0,4,0,7,0,122,Work day,Work day
"Thursday, June 12, 2014",06/12/14,QUEENS,31,0,4,0,2,0,25,0,101,Work day,Work day
"Thursday, June 12, 2014",06/12/14,STATEN ISLAND,5,0,1,0,0,0,4,0,33,Work day,Work day
"Friday, June 13, 2014",06/13/14,,37,0,1,0,1,0,35,0,153,Work day,Work day
"Friday, June 13, 2014",06/13/14,BRONX,28,0,5,0,1,0,22,0,72,Work day,Work day
"Friday, June 13, 2014",06/13/14,BROOKLYN,67,1,20,1,5,0,42,0,158,Work day,Work day
"Friday, June 13, 2014",06/13/14,MANHATTAN,22,0,8,0,5,0,9,0,155,Work day,Work day
"Friday, June 13, 2014",06/13/14,QUEENS,27,2,5,0,2,0,20,2,140,Work day,Work day
"Friday, June 13, 2014",06/13/14,STATEN ISLAND,8,0,0,0,0,0,8,0,29,Work day,Work day
"Saturday, June 14, 2014",06/14/14,,33,0,2,0,1,0,30,0,133,Weekend,Weekend
"Saturday, June 14, 2014",06/14/14,BRONX,22,0,5,0,3,0,14,0,78,Weekend,Weekend
"Saturday, June 14, 2014",06/14/14,BROOKLYN,35,0,9,0,2,0,24,0,143,Weekend,Weekend
"Saturday, June 14, 2014",06/14/14,MANHATTAN,14,0,2,0,3,0,9,0,115,Weekend,Weekend
"Saturday, June 14, 2014",06/14/14,QUEENS,27,0,6,0,2,0,19,0,121,Weekend,Weekend
"Saturday, June 14, 2014",06/14/14,STATEN ISLAND,3,0,0,0,0,0,3,0,21,Weekend,Weekend
"Sunday, June 15, 2014",06/15/14,,41,1,5,0,0,0,36,1,110,Weekend,Weekend
"Sunday, June 15, 2014",06/15/14,BRONX,27,0,4,0,4,0,19,0,50,Weekend,Weekend
"Sunday, June 15, 2014",06/15/14,BROOKLYN,65,0,10,0,3,0,52,0,136,Weekend,Weekend
"Sunday, June 15, 2014",06/15/14,MANHATTAN,16,0,3,0,5,0,8,0,76,Weekend,Weekend
"Sunday, June 15, 2014",06/15/14,QUEENS,29,0,2,0,2,0,25,0,94,Weekend,Weekend
"Sunday, June 15, 2014",06/15/14,STATEN ISLAND,0,0,0,0,0,0,0,0,9,Weekend,Weekend
"Monday, June 16, 2014",06/16/14,,49,0,3,0,1,0,45,0,151,Work day,Work day
"Monday, June 16, 2014",06/16/14,BRONX,26,0,4,0,0,0,22,0,53,Work day,Work day
"Monday, June 16, 2014",06/16/14,BROOKLYN,37,0,13,0,6,0,18,0,132,Work day,Work day
"Monday, June 16, 2014",06/16/14,MANHATTAN,24,0,9,0,6,0,9,0,119,Work day,Work day
"Monday, June 16, 2014",06/16/14,QUEENS,38,0,12,0,0,0,26,0,142,Work day,Work day
"Monday, June 16, 2014",06/16/14,STATEN ISLAND,5,0,0,0,0,0,5,0,25,Work day,Work day
"Tuesday, June 17, 2014",06/17/14,,42,0,2,0,2,0,38,0,152,Work day,Work day
"Tuesday, June 17, 2014",06/17/14,BRONX,19,0,5,0,0,0,14,0,58,Work day,Work day
"Tuesday, June 17, 2014",06/17/14,BROOKLYN,68,0,12,0,7,0,49,0,179,Work day,Work day
"Tuesday, June 17, 2014",06/17/14,MANHATTAN,28,0,8,0,4,0,16,0,133,Work day,Work day
"Tuesday, June 17, 2014",06/17/14,QUEENS,28,0,6,0,5,0,17,0,125,Work day,Work day
"Tuesday, June 17, 2014",06/17/14,STATEN ISLAND,5,0,1,0,1,0,3,0,19,Work day,Work day
"Wednesday, June 18, 2014",06/18/14,,37,0,3,0,2,0,32,0,153,Work day,Work day
"Wednesday, June 18, 2014",06/18/14,BRONX,20,0,8,0,0,0,12,0,59,Work day,Work day
"Wednesday, June 18, 2014",06/18/14,BROOKLYN,39,0,10,0,6,0,23,0,157,Work day,Work day
"Wednesday, June 18, 2014",06/18/14,MANHATTAN,24,0,12,0,3,0,9,0,143,Work day,Work day
"Wednesday, June 18, 2014",06/18/14,QUEENS,26,0,3,0,3,0,20,0,124,Work day,Work day
"Wednesday, June 18, 2014",06/18/14,STATEN ISLAND,4,0,1,0,0,0,3,0,27,Work day,Work day
"Thursday, June 19, 2014",06/19/14,,45,0,2,0,4,0,39,0,173,Work day,Work day
"Thursday, June 19, 2014",06/19/14,BRONX,23,0,5,0,1,0,17,0,60,Work day,Work day
"Thursday, June 19, 2014",06/19/14,BROOKLYN,40,0,13,0,6,0,21,0,155,Work day,Work day
"Thursday, June 19, 2014",06/19/14,MANHATTAN,32,0,11,0,10,0,11,0,142,Work day,Work day
"Thursday, June 19, 2014",06/19/14,QUEENS,18,0,4,0,2,0,12,0,119,Work day,Work day
"Thursday, June 19, 2014",06/19/14,STATEN ISLAND,6,0,0,0,0,0,6,0,25,Work day,Work day
"Friday, June 20, 2014",06/20/14,,58,2,4,0,4,0,50,2,182,Work day,Work day
"Friday, June 20, 2014",06/20/14,BRONX,21,0,5,0,2,0,14,0,74,Work day,Work day
"Friday, June 20, 2014",06/20/14,BROOKLYN,57,0,15,0,14,0,28,0,185,Work day,Work day
"Friday, June 20, 2014",06/20/14,MANHATTAN,29,0,10,0,6,0,13,0,159,Work day,Work day
"Friday, June 20, 2014",06/20/14,QUEENS,36,0,7,0,4,0,25,0,139,Work day,Work day
"Friday, June 20, 2014",06/20/14,STATEN ISLAND,10,0,2,0,0,0,8,0,26,Work day,Work day
"Saturday, June 21, 2014",06/21/14,,55,1,2,1,2,0,51,0,144,Weekend,Weekend
"Saturday, June 21, 2014",06/21/14,BRONX,28,0,9,0,3,0,16,0,65,Weekend,Weekend
"Saturday, June 21, 2014",06/21/14,BROOKLYN,21,0,5,0,2,0,14,0,105,Weekend,Weekend
"Saturday, June 21, 2014",06/21/14,MANHATTAN,34,0,7,0,5,0,22,0,97,Weekend,Weekend
"Saturday, June 21, 2014",06/21/14,QUEENS,35,0,9,0,3,0,23,0,132,Weekend,Weekend
"Saturday, June 21, 2014",06/21/14,STATEN ISLAND,1,0,0,0,0,0,1,0,14,Weekend,Weekend
"Sunday, June 22, 2014",06/22/14,,39,0,2,0,1,0,36,0,120,Weekend,Weekend
"Sunday, June 22, 2014",06/22/14,BRONX,23,0,3,0,2,0,18,0,50,Weekend,Weekend
"Sunday, June 22, 2014",06/22/14,BROOKLYN,33,0,2,0,3,0,28,0,111,Weekend,Weekend
"Sunday, June 22, 2014",06/22/14,MANHATTAN,17,0,4,0,3,0,10,0,85,Weekend,Weekend
"Sunday, June 22, 2014",06/22/14,QUEENS,28,0,4,0,1,0,23,0,100,Weekend,Weekend
"Sunday, June 22, 2014",06/22/14,STATEN ISLAND,4,0,0,0,0,0,4,0,11,Weekend,Weekend
"Monday, June 23, 2014",06/23/14,,28,0,5,0,2,0,21,0,150,Work day,Work day
"Monday, June 23, 2014",06/23/14,BRONX,15,0,5,0,3,0,7,0,73,Work day,Work day
"Monday, June 23, 2014",06/23/14,BROOKLYN,45,0,22,0,4,0,19,0,159,Work day,Work day
"Monday, June 23, 2014",06/23/14,MANHATTAN,21,0,7,0,5,0,9,0,109,Work day,Work day
"Monday, June 23, 2014",06/23/14,QUEENS,38,0,8,0,2,0,28,0,121,Work day,Work day
"Monday, June 23, 2014",06/23/14,STATEN ISLAND,9,0,2,0,0,0,7,0,31,Work day,Work day
"Tuesday, June 24, 2014",06/24/14,,38,0,4,0,1,0,33,0,150,Work day,Work day
"Tuesday, June 24, 2014",06/24/14,BRONX,21,0,8,0,3,0,10,0,65,Work day,Work day
"Tuesday, June 24, 2014",06/24/14,BROOKLYN,28,0,3,0,7,0,18,0,149,Work day,Work day
"Tuesday, June 24, 2014",06/24/14,MANHATTAN,26,0,9,0,11,0,6,0,128,Work day,Work day
"Tuesday, June 24, 2014",06/24/14,QUEENS,30,0,5,0,6,0,19,0,122,Work day,Work day
"Tuesday, June 24, 2014",06/24/14,STATEN ISLAND,7,0,1,0,0,0,6,0,18,Work day,Work day
"Wednesday, June 25, 2014",06/25/14,,36,1,4,0,1,0,31,1,151,Work day,Work day
"Wednesday, June 25, 2014",06/25/14,BRONX,19,0,4,0,3,0,12,0,65,Work day,Work day
"Wednesday, June 25, 2014",06/25/14,BROOKLYN,62,1,20,1,8,0,34,0,153,Work day,Work day
"Wednesday, June 25, 2014",06/25/14,MANHATTAN,19,0,8,0,3,0,8,0,122,Work day,Work day
"Wednesday, June 25, 2014",06/25/14,QUEENS,35,0,3,0,4,0,28,0,135,Work day,Work day
"Wednesday, June 25, 2014",06/25/14,STATEN ISLAND,4,0,1,0,0,0,3,0,19,Work day,Work day
"Thursday, June 26, 2014",06/26/14,,37,0,3,0,0,0,34,0,170,Work day,Work day
"Thursday, June 26, 2014",06/26/14,BRONX,29,0,7,0,3,0,19,0,64,Work day,Work day
"Thursday, June 26, 2014",06/26/14,BROOKLYN,61,0,16,0,10,0,35,0,158,Work day,Work day
"Thursday, June 26, 2014",06/26/14,MANHATTAN,29,0,8,0,5,0,16,0,129,Work day,Work day
"Thursday, June 26, 2014",06/26/14,QUEENS,35,0,11,0,2,0,22,0,128,Work day,Work day
